CHR,START,STOP,GENE
scaffold_4,4871721,4876055,Migut.D00990.2.v2.0
scaffold_4,4876610,4879519,Migut.D00991.1.v2.0
scaffold_4,4880040,4880731,Migut.D00992.1.v2.0
scaffold_4,4882348,4887899,Migut.D00993.1.v2.0
scaffold_4,4903266,4913703,Migut.D00994.1.v2.0
scaffold_4,4933258,4937140,Migut.D00995.1.v2.0
scaffold_4,4937141,4938562,Migut.D00996.1.v2.0
scaffold_4,4940538,4942633,Migut.D00997.1.v2.0
scaffold_4,4957544,4958353,Migut.D00998.1.v2.0
scaffold_4,4958729,4958893,Migut.D00999.1.v2.0
scaffold_4,4958970,4962363,Migut.D01000.1.v2.0
scaffold_4,4964258,4966198,Migut.D01001.1.v2.0
scaffold_4,4984500,4985176,Migut.D01002.1.v2.0
scaffold_4,4986600,4986955,Migut.D01003.1.v2.0
scaffold_4,4993878,4994387,Migut.D01004.1.v2.0
scaffold_4,4995033,5001721,Migut.D01005.1.v2.0
scaffold_4,5006133,5008128,Migut.D01006.1.v2.0
scaffold_4,5011998,5014163,Migut.D01007.1.v2.0
scaffold_4,5017788,5018042,Migut.D01008.1.v2.0
scaffold_4,5018640,5021026,Migut.D01009.1.v2.0
scaffold_4,5021720,5022570,Migut.D01010.1.v2.0
scaffold_4,5023117,5027156,Migut.D01011.1.v2.0
scaffold_4,5032061,5033475,Migut.D01012.1.v2.0
scaffold_4,5037461,5039010,Migut.D01013.1.v2.0
scaffold_4,5039305,5041444,Migut.D01014.1.v2.0
scaffold_4,5042121,5049550,Migut.D01015.1.v2.0
scaffold_4,5042121,5049552,Migut.D01015.2.v2.0
scaffold_4,5051406,5053994,Migut.D01016.1.v2.0
scaffold_4,5051406,5053721,Migut.D01016.2.v2.0
scaffold_4,5054925,5056444,Migut.D01017.1.v2.0
scaffold_4,5056532,5058386,Migut.D01018.1.v2.0
scaffold_4,5062150,5063796,Migut.D01019.1.v2.0
scaffold_4,5064794,5065349,Migut.D01020.1.v2.0
scaffold_4,5073477,5073992,Migut.D01021.1.v2.0
scaffold_4,5075712,5077223,Migut.D01022.1.v2.0
scaffold_4,5078442,5079510,Migut.D01023.1.v2.0
scaffold_4,5082225,5086621,Migut.D01024.1.v2.0
scaffold_4,5086557,5088558,Migut.D01025.1.v2.0
scaffold_4,5090546,5092066,Migut.D01026.1.v2.0
scaffold_4,5093392,5095611,Migut.D01027.1.v2.0
scaffold_4,5095841,5096107,Migut.D01028.1.v2.0
scaffold_4,5098516,5099113,Migut.D01029.1.v2.0
scaffold_4,5101806,5103399,Migut.D01030.1.v2.0
scaffold_4,5105215,5106237,Migut.D01031.1.v2.0
scaffold_4,5107000,5112439,Migut.D01032.1.v2.0
scaffold_4,5113619,5115629,Migut.D01033.1.v2.0
scaffold_4,5117164,5120788,Migut.D01034.1.v2.0
scaffold_4,5121214,5124708,Migut.D01035.1.v2.0
scaffold_4,5137105,5146638,Migut.D01036.1.v2.0
scaffold_4,5137105,5146638,Migut.D01036.2.v2.0
scaffold_4,5137105,5146638,Migut.D01036.3.v2.0
scaffold_4,5137105,5146638,Migut.D01036.4.v2.0
scaffold_4,5154848,5156564,Migut.D01037.1.v2.0
scaffold_4,5159101,5160243,Migut.D01038.1.v2.0
scaffold_4,5163368,5166634,Migut.D01039.1.v2.0
scaffold_4,5176606,5178679,Migut.D01040.1.v2.0
scaffold_4,5178714,5180778,Migut.D01041.1.v2.0
scaffold_4,5181125,5183357,Migut.D01042.1.v2.0
scaffold_4,5185117,5189072,Migut.D01043.1.v2.0
scaffold_4,5195021,5196065,Migut.D01044.1.v2.0
scaffold_4,5204871,5209808,Migut.D01045.1.v2.0
scaffold_4,5210004,5213089,Migut.D01046.1.v2.0
scaffold_4,5214155,5218662,Migut.D01047.1.v2.0
scaffold_4,5220738,5222680,Migut.D01048.1.v2.0
scaffold_4,5221997,5225582,Migut.D01049.1.v2.0
scaffold_4,5221997,5225582,Migut.D01049.2.v2.0
scaffold_4,5229339,5230096,Migut.D01050.1.v2.0
scaffold_4,5241380,5244504,Migut.D01051.1.v2.0
scaffold_4,5245658,5248274,Migut.D01052.1.v2.0
scaffold_4,5248276,5249681,Migut.D01053.1.v2.0
scaffold_4,5250567,5251725,Migut.D01054.1.v2.0
scaffold_4,5252117,5256418,Migut.D01055.1.v2.0
scaffold_4,5252117,5254857,Migut.D01055.2.v2.0
scaffold_4,5259671,5261962,Migut.D01056.1.v2.0
scaffold_4,5264073,5265388,Migut.D01057.1.v2.0
scaffold_4,5267755,5270803,Migut.D01058.1.v2.0
scaffold_4,5268609,5270803,Migut.D01058.2.v2.0
scaffold_4,5273629,5276972,Migut.D01059.1.v2.0
scaffold_4,5277675,5277902,Migut.D01060.1.v2.0
scaffold_4,5279035,5280897,Migut.D01061.1.v2.0
scaffold_4,5281606,5284082,Migut.D01062.1.v2.0
scaffold_4,5284467,5286942,Migut.D01063.1.v2.0
scaffold_4,5288048,5293175,Migut.D01064.1.v2.0
scaffold_4,5288048,5293052,Migut.D01064.2.v2.0
scaffold_4,5294043,5296304,Migut.D01065.1.v2.0
scaffold_4,5298334,5302049,Migut.D01066.1.v2.0
scaffold_4,5298506,5302049,Migut.D01066.2.v2.0
scaffold_4,5303526,5304764,Migut.D01067.1.v2.0
scaffold_4,5305808,5307064,Migut.D01068.1.v2.0
scaffold_4,5307658,5309114,Migut.D01069.1.v2.0
scaffold_4,5310428,5311321,Migut.D01070.1.v2.0
scaffold_4,5312577,5314271,Migut.D01071.1.v2.0
scaffold_4,5315248,5317431,Migut.D01072.1.v2.0
scaffold_4,5318383,5321557,Migut.D01073.1.v2.0
scaffold_4,5321814,5322745,Migut.D01074.1.v2.0
scaffold_4,5326523,5328163,Migut.D01075.1.v2.0
scaffold_4,5328187,5330997,Migut.D01076.1.v2.0
scaffold_4,5328187,5330997,Migut.D01076.2.v2.0
scaffold_4,5328187,5330647,Migut.D01076.3.v2.0
scaffold_4,5332133,5333413,Migut.D01077.1.v2.0
scaffold_4,5340775,5344777,Migut.D01078.1.v2.0
scaffold_4,5345874,5347433,Migut.D01079.1.v2.0
scaffold_4,5347925,5359017,Migut.D01080.1.v2.0
scaffold_4,5351254,5351484,Migut.D01081.1.v2.0
scaffold_4,5360168,5363646,Migut.D01082.1.v2.0
scaffold_4,5360168,5363646,Migut.D01082.2.v2.0
scaffold_4,5364396,5369808,Migut.D01083.1.v2.0
scaffold_4,5371257,5374273,Migut.D01084.1.v2.0
scaffold_4,5377686,5382652,Migut.D01085.1.v2.0
scaffold_4,5383333,5384067,Migut.D01086.1.v2.0
scaffold_4,5384535,5386422,Migut.D01087.1.v2.0
scaffold_4,5387921,5389348,Migut.D01088.1.v2.0
scaffold_4,5391264,5392029,Migut.D01089.1.v2.0
scaffold_4,5392243,5393942,Migut.D01090.1.v2.0
scaffold_4,5394805,5398480,Migut.D01091.1.v2.0
scaffold_4,5399159,5403119,Migut.D01092.1.v2.0
scaffold_4,5403688,5407754,Migut.D01093.1.v2.0
scaffold_4,5415429,5416060,Migut.D01094.1.v2.0
scaffold_4,5416603,5421258,Migut.D01095.1.v2.0
scaffold_4,5425228,5428230,Migut.D01096.1.v2.0
scaffold_4,5425237,5428224,Migut.D01096.2.v2.0
scaffold_4,5433664,5436294,Migut.D01097.1.v2.0
scaffold_4,5437624,5438557,Migut.D01098.1.v2.0
scaffold_4,5440355,5441025,Migut.D01099.1.v2.0
scaffold_4,5446072,5446701,Migut.D01100.1.v2.0
scaffold_4,5449471,5451022,Migut.D01101.1.v2.0
scaffold_4,5452465,5455257,Migut.D01102.1.v2.0
scaffold_4,5457287,5459957,Migut.D01103.1.v2.0
scaffold_4,5467942,5475060,Migut.D01104.1.v2.0
scaffold_4,5475225,5475708,Migut.D01105.1.v2.0
scaffold_4,5475763,5480277,Migut.D01106.1.v2.0
scaffold_4,5475763,5480279,Migut.D01106.2.v2.0
scaffold_4,5475763,5480059,Migut.D01106.3.v2.0
scaffold_4,5482247,5482639,Migut.D01107.1.v2.0
scaffold_4,5485333,5488312,Migut.D01108.1.v2.0
scaffold_4,5488935,5490838,Migut.D01109.1.v2.0
scaffold_4,5497015,5498845,Migut.D01110.1.v2.0
scaffold_4,5507455,5509907,Migut.D01111.1.v2.0
scaffold_4,5514208,5515504,Migut.D01112.1.v2.0
scaffold_4,5516874,5518946,Migut.D01113.1.v2.0
scaffold_4,5519092,5522483,Migut.D01114.1.v2.0
scaffold_4,5519092,5522483,Migut.D01114.2.v2.0
scaffold_4,5524817,5528203,Migut.D01115.1.v2.0
scaffold_4,5528676,5531091,Migut.D01116.1.v2.0
scaffold_4,5528676,5531091,Migut.D01116.2.v2.0
scaffold_4,5535320,5537679,Migut.D01117.1.v2.0
scaffold_4,5535320,5537679,Migut.D01117.2.v2.0
scaffold_4,5538090,5540054,Migut.D01118.1.v2.0
scaffold_4,5538654,5540417,Migut.D01118.2.v2.0
scaffold_4,5541968,5544505,Migut.D01119.1.v2.0
scaffold_4,5541968,5544505,Migut.D01119.2.v2.0
scaffold_4,5545671,5546867,Migut.D01120.1.v2.0
scaffold_4,5550422,5552296,Migut.D01121.1.v2.0
scaffold_4,5573198,5577773,Migut.D01122.1.v2.0
scaffold_4,5573198,5576293,Migut.D01122.2.v2.0
scaffold_4,5586927,5590607,Migut.D01123.1.v2.0
scaffold_4,5586927,5590317,Migut.D01123.2.v2.0
scaffold_4,5587457,5590607,Migut.D01123.3.v2.0
scaffold_4,5608053,5610110,Migut.D01124.1.v2.0
scaffold_4,5610290,5613757,Migut.D01125.1.v2.0
scaffold_4,5614956,5616425,Migut.D01126.1.v2.0
scaffold_4,5622886,5625249,Migut.D01127.1.v2.0
scaffold_4,5628219,5629197,Migut.D01128.1.v2.0
scaffold_4,5633497,5635398,Migut.D01129.1.v2.0
scaffold_4,5638129,5641566,Migut.D01130.1.v2.0
scaffold_4,5650333,5652601,Migut.D01131.1.v2.0
scaffold_4,5658123,5661086,Migut.D01132.1.v2.0
scaffold_4,5661991,5662526,Migut.D01133.1.v2.0
scaffold_4,5666850,5667903,Migut.D01134.1.v2.0
scaffold_4,5668190,5673652,Migut.D01135.1.v2.0
scaffold_4,5674234,5675688,Migut.D01136.1.v2.0
scaffold_4,5678836,5680158,Migut.D01137.1.v2.0
scaffold_4,5681474,5683018,Migut.D01138.1.v2.0
scaffold_4,5683714,5685522,Migut.D01139.1.v2.0
scaffold_4,5686780,5687811,Migut.D01140.1.v2.0
scaffold_4,5688095,5690854,Migut.D01141.1.v2.0
scaffold_4,5706960,5708230,Migut.D01142.1.v2.0
scaffold_4,5712302,5714047,Migut.D01143.1.v2.0
scaffold_4,5727766,5730697,Migut.D01144.1.v2.0
scaffold_4,5727766,5730697,Migut.D01144.2.v2.0
scaffold_4,5752073,5754157,Migut.D01145.1.v2.0
scaffold_4,5754684,5758458,Migut.D01146.1.v2.0
scaffold_4,5754684,5757185,Migut.D01146.2.v2.0
scaffold_4,5765326,5768814,Migut.D01147.1.v2.0
scaffold_4,5766175,5768814,Migut.D01147.2.v2.0
scaffold_4,5769814,5771920,Migut.D01148.1.v2.0
scaffold_4,5772217,5773902,Migut.D01149.1.v2.0
scaffold_4,5772217,5773902,Migut.D01149.2.v2.0
scaffold_4,5776648,5779902,Migut.D01150.1.v2.0
scaffold_4,5776648,5779902,Migut.D01150.2.v2.0
scaffold_4,5782593,5784661,Migut.D01151.1.v2.0
scaffold_4,5792572,5795942,Migut.D01152.1.v2.0
scaffold_4,5799558,5802587,Migut.D01153.1.v2.0
scaffold_4,5803430,5805941,Migut.D01154.1.v2.0
scaffold_4,5812147,5813167,Migut.D01155.1.v2.0
scaffold_4,5816755,5818819,Migut.D01156.1.v2.0
scaffold_4,5822017,5823064,Migut.D01157.1.v2.0
scaffold_4,5824554,5825845,Migut.D01158.1.v2.0
scaffold_4,5827087,5828514,Migut.D01159.1.v2.0
scaffold_4,5829857,5831600,Migut.D01160.1.v2.0
scaffold_4,5850987,5852868,Migut.D01161.1.v2.0
scaffold_4,5853537,5858023,Migut.D01162.1.v2.0
scaffold_4,5863515,5870177,Migut.D01163.1.v2.0
scaffold_4,5870213,5879893,Migut.D01164.1.v2.0
scaffold_4,5882976,5883376,Migut.D01165.1.v2.0
scaffold_4,5893225,5901298,Migut.D01166.1.v2.0
scaffold_4,5900775,5907307,Migut.D01167.1.v2.0
scaffold_4,5908621,5909298,Migut.D01168.1.v2.0
scaffold_4,5918557,5925312,Migut.D01169.1.v2.0
scaffold_4,5945023,5946891,Migut.D01170.1.v2.0
scaffold_4,5947009,5948167,Migut.D01171.1.v2.0
scaffold_4,5949115,5951609,Migut.D01172.1.v2.0
scaffold_4,5955077,5957757,Migut.D01173.1.v2.0
scaffold_4,5958648,5961299,Migut.D01174.1.v2.0
scaffold_4,5961926,5965422,Migut.D01175.1.v2.0
scaffold_4,5967886,5969922,Migut.D01176.1.v2.0
scaffold_4,5971979,5973698,Migut.D01177.1.v2.0
scaffold_4,5976045,5978616,Migut.D01178.1.v2.0
scaffold_4,5976045,5978642,Migut.D01178.2.v2.0
scaffold_4,5976045,5978642,Migut.D01178.3.v2.0
scaffold_4,5976045,5978642,Migut.D01178.4.v2.0
scaffold_4,5976045,5977115,Migut.D01178.5.v2.0
scaffold_4,5988430,5990604,Migut.D01179.1.v2.0
scaffold_4,5991129,5995855,Migut.D01180.1.v2.0
scaffold_4,5996689,6001041,Migut.D01181.1.v2.0
scaffold_4,6005066,6007815,Migut.D01182.1.v2.0
scaffold_4,6008029,6015158,Migut.D01183.1.v2.0
scaffold_4,6026762,6029156,Migut.D01184.1.v2.0
scaffold_4,6034922,6036007,Migut.D01185.1.v2.0
scaffold_4,6035724,6038254,Migut.D01186.1.v2.0
scaffold_4,6036227,6038254,Migut.D01186.2.v2.0
scaffold_4,6041118,6043850,Migut.D01187.1.v2.0
scaffold_4,6041118,6043850,Migut.D01187.2.v2.0
scaffold_4,6041118,6043850,Migut.D01187.3.v2.0
scaffold_4,6054080,6061813,Migut.D01188.1.v2.0
scaffold_4,6054080,6061777,Migut.D01188.2.v2.0
scaffold_4,6065374,6066859,Migut.D01189.1.v2.0
scaffold_4,6070215,6074113,Migut.D01190.1.v2.0
scaffold_4,6087161,6090203,Migut.D01191.1.v2.0
scaffold_4,6101934,6106310,Migut.D01192.1.v2.0
scaffold_4,6108038,6109516,Migut.D01193.1.v2.0
scaffold_4,6114136,6117196,Migut.D01194.1.v2.0
scaffold_4,6120196,6128491,Migut.D01195.1.v2.0
scaffold_4,6131373,6132689,Migut.D01196.1.v2.0
scaffold_4,6161097,6163159,Migut.D01197.1.v2.0
scaffold_4,6167744,6170067,Migut.D01198.1.v2.0
scaffold_4,6170175,6176513,Migut.D01199.1.v2.0
scaffold_4,6196047,6197643,Migut.D01200.1.v2.0
scaffold_4,6198190,6202699,Migut.D01201.1.v2.0
scaffold_4,6206213,6210021,Migut.D01202.1.v2.0
scaffold_4,6230342,6232672,Migut.D01203.1.v2.0
scaffold_4,6238243,6238894,Migut.D01204.1.v2.0
scaffold_4,6243277,6244931,Migut.D01205.1.v2.0
scaffold_4,6248575,6251643,Migut.D01206.1.v2.0
scaffold_4,6252425,6259050,Migut.D01207.1.v2.0
scaffold_4,6265349,6268585,Migut.D01208.1.v2.0
scaffold_4,6273027,6277279,Migut.D01209.1.v2.0
scaffold_4,6278451,6280804,Migut.D01210.1.v2.0
scaffold_4,6279864,6280475,Migut.D01211.1.v2.0
scaffold_4,6282326,6283984,Migut.D01212.1.v2.0
scaffold_4,6284324,6286717,Migut.D01213.1.v2.0
scaffold_4,6288078,6290331,Migut.D01214.1.v2.0
scaffold_4,6295966,6297847,Migut.D01215.1.v2.0
scaffold_4,6298464,6310602,Migut.D01216.1.v2.0
scaffold_4,6311996,6314383,Migut.D01217.1.v2.0
scaffold_4,6325804,6331405,Migut.D01218.1.v2.0
scaffold_4,6338501,6342552,Migut.D01219.1.v2.0
scaffold_4,6350515,6351548,Migut.D01220.1.v2.0
scaffold_4,6352677,6358330,Migut.D01221.1.v2.0
scaffold_4,6359437,6370109,Migut.D01222.1.v2.0
scaffold_4,6380102,6383166,Migut.D01223.1.v2.0
scaffold_4,6387592,6389088,Migut.D01224.1.v2.0
scaffold_4,6401388,6407957,Migut.D01225.1.v2.0
scaffold_4,6410011,6414050,Migut.D01226.1.v2.0
scaffold_4,6416494,6417708,Migut.D01227.1.v2.0
scaffold_4,6418267,6422857,Migut.D01228.1.v2.0
scaffold_4,6426715,6428745,Migut.D01229.1.v2.0
scaffold_4,6470870,6471085,Migut.D01230.1.v2.0
scaffold_4,6484403,6486219,Migut.D01231.1.v2.0
scaffold_4,6487927,6489450,Migut.D01232.1.v2.0
scaffold_4,6493777,6497016,Migut.D01233.1.v2.0
scaffold_4,6506777,6510015,Migut.D01234.1.v2.0
scaffold_4,6510112,6516472,Migut.D01235.1.v2.0
scaffold_4,6511433,6516472,Migut.D01235.2.v2.0
scaffold_4,6535407,6536134,Migut.D01236.1.v2.0
scaffold_4,6536162,6537875,Migut.D01237.1.v2.0
scaffold_4,6599093,6600025,Migut.D01238.1.v2.0
scaffold_4,6610909,6615200,Migut.D01239.1.v2.0
scaffold_4,6623895,6626859,Migut.D01240.1.v2.0
scaffold_4,6669431,6671526,Migut.D01241.1.v2.0
scaffold_4,6671938,6673445,Migut.D01242.1.v2.0
scaffold_4,6671938,6673445,Migut.D01242.2.v2.0
scaffold_4,6690371,6693687,Migut.D01243.1.v2.0
scaffold_4,6697240,6700580,Migut.D01244.1.v2.0
scaffold_4,6697390,6700538,Migut.D01244.2.v2.0
scaffold_4,6719214,6720312,Migut.D01245.1.v2.0
scaffold_4,6721601,6724620,Migut.D01246.1.v2.0
scaffold_4,6723745,6725866,Migut.D01247.1.v2.0
scaffold_4,6727110,6728633,Migut.D01248.1.v2.0
scaffold_4,6728970,6730268,Migut.D01249.1.v2.0
scaffold_4,6730343,6730849,Migut.D01250.1.v2.0
scaffold_4,6731194,6731724,Migut.D01251.1.v2.0
scaffold_4,6731836,6732268,Migut.D01252.1.v2.0
scaffold_4,6732408,6732841,Migut.D01253.1.v2.0
scaffold_4,6732929,6733234,Migut.D01254.1.v2.0
scaffold_4,6733640,6734374,Migut.D01255.1.v2.0
scaffold_4,6734599,6735462,Migut.D01256.1.v2.0
scaffold_4,6736674,6739612,Migut.D01257.1.v2.0
scaffold_4,6757183,6765578,Migut.D01258.1.v2.0
scaffold_4,6757183,6765578,Migut.D01258.2.v2.0
scaffold_4,6762697,6762900,Migut.D01259.1.v2.0
scaffold_4,6771740,6772595,Migut.D01260.1.v2.0
scaffold_4,6783683,6785794,Migut.D01261.1.v2.0
scaffold_4,6804670,6806017,Migut.D01262.1.v2.0
scaffold_4,6824673,6825130,Migut.D01263.1.v2.0
scaffold_4,6830625,6834032,Migut.D01264.1.v2.0
scaffold_4,6839148,6840923,Migut.D01265.1.v2.0
scaffold_4,6850078,6850539,Migut.D01266.1.v2.0
scaffold_4,6851049,6853365,Migut.D01267.1.v2.0
scaffold_4,6858013,6859980,Migut.D01268.1.v2.0
scaffold_4,6861823,6862539,Migut.D01269.1.v2.0
scaffold_4,6866363,6866617,Migut.D01270.1.v2.0
scaffold_4,6867147,6869247,Migut.D01271.1.v2.0
scaffold_4,6871641,6876532,Migut.D01272.1.v2.0
scaffold_4,6880602,6881120,Migut.D01273.1.v2.0
scaffold_4,6893786,6896319,Migut.D01274.1.v2.0
scaffold_4,6900584,6900685,Migut.D01275.1.v2.0
scaffold_4,6943532,6945773,Migut.D01276.1.v2.0
scaffold_4,6959593,6962174,Migut.D01277.1.v2.0
scaffold_4,6996807,6997058,Migut.D01278.1.v2.0
scaffold_4,7006459,7011668,Migut.D01279.1.v2.0
scaffold_4,7014746,7016150,Migut.D01280.1.v2.0
scaffold_4,7034440,7036457,Migut.D01281.1.v2.0
scaffold_4,7055085,7055600,Migut.D01282.1.v2.0
scaffold_4,7069056,7070099,Migut.D01283.1.v2.0
scaffold_4,7088140,7092863,Migut.D01284.1.v2.0
scaffold_4,7109778,7111596,Migut.D01285.1.v2.0
scaffold_4,7118662,7120400,Migut.D01286.1.v2.0
scaffold_4,7123218,7125225,Migut.D01287.1.v2.0
scaffold_4,7133751,7134542,Migut.D01288.1.v2.0
scaffold_4,7141881,7147493,Migut.D01289.1.v2.0
scaffold_4,7193890,7195098,Migut.D01290.1.v2.0
scaffold_4,7199177,7199767,Migut.D01291.1.v2.0
scaffold_4,7205921,7208359,Migut.D01292.1.v2.0
scaffold_4,7211293,7214609,Migut.D01293.1.v2.0
scaffold_4,7239870,7244034,Migut.D01294.1.v2.0
scaffold_4,7244715,7246611,Migut.D01295.1.v2.0
scaffold_4,7249234,7250376,Migut.D01296.1.v2.0
scaffold_4,7256313,7260803,Migut.D01297.1.v2.0
scaffold_4,7262171,7262632,Migut.D01298.1.v2.0
scaffold_4,7264266,7276965,Migut.D01299.1.v2.0
scaffold_4,7267429,7276965,Migut.D01299.2.v2.0
scaffold_4,7278705,7283153,Migut.D01300.1.v2.0
scaffold_4,7298107,7302897,Migut.D01301.1.v2.0
scaffold_4,7298107,7302897,Migut.D01301.2.v2.0
scaffold_4,7298107,7300952,Migut.D01301.3.v2.0
scaffold_4,7306568,7308534,Migut.D01302.1.v2.0
scaffold_4,7335994,7339686,Migut.D01303.1.v2.0
scaffold_4,7341369,7344917,Migut.D01304.1.v2.0
scaffold_4,7341369,7344917,Migut.D01304.2.v2.0
scaffold_4,7350672,7351230,Migut.D01305.1.v2.0
scaffold_4,7368393,7370586,Migut.D01306.1.v2.0
scaffold_4,7424232,7427584,Migut.D01307.1.v2.0
scaffold_4,7469037,7475618,Migut.D01308.1.v2.0
scaffold_4,7469037,7475618,Migut.D01308.2.v2.0
scaffold_4,7483046,7487631,Migut.D01309.1.v2.0
scaffold_4,7501553,7503829,Migut.D01310.1.v2.0
scaffold_4,7511534,7512181,Migut.D01311.1.v2.0
scaffold_4,7523030,7524234,Migut.D01312.1.v2.0
scaffold_4,7536574,7537210,Migut.D01313.1.v2.0
scaffold_4,7543490,7543939,Migut.D01314.1.v2.0
scaffold_4,7568100,7568732,Migut.D01315.1.v2.0
scaffold_4,7584480,7585019,Migut.D01316.1.v2.0
scaffold_4,7600615,7601279,Migut.D01317.1.v2.0
scaffold_4,7648283,7653849,Migut.D01318.1.v2.0
scaffold_4,7648283,7653849,Migut.D01318.2.v2.0
scaffold_4,7679810,7680370,Migut.D01319.1.v2.0
scaffold_4,7714026,7715139,Migut.D01320.1.v2.0
scaffold_4,7718741,7720073,Migut.D01321.1.v2.0
scaffold_4,7738959,7740558,Migut.D01322.1.v2.0
scaffold_4,7741898,7748633,Migut.D01323.1.v2.0
scaffold_4,7748215,7753298,Migut.D01324.1.v2.0
scaffold_4,7748959,7750739,Migut.D01325.1.v2.0
scaffold_4,7751139,7751551,Migut.D01326.1.v2.0
scaffold_4,7751586,7751804,Migut.D01327.1.v2.0
scaffold_4,7753299,7756122,Migut.D01328.1.v2.0
scaffold_4,7753320,7753679,Migut.D01329.1.v2.0
scaffold_4,7753806,7754174,Migut.D01330.1.v2.0
scaffold_4,7755212,7755842,Migut.D01331.1.v2.0
scaffold_4,7756408,7757395,Migut.D01332.1.v2.0
scaffold_4,7758454,7759254,Migut.D01333.1.v2.0
scaffold_4,7761692,7763078,Migut.D01334.1.v2.0
scaffold_4,7763658,7764533,Migut.D01335.1.v2.0
scaffold_4,7765041,7766007,Migut.D01336.1.v2.0
scaffold_4,7766184,7769858,Migut.D01337.1.v2.0
scaffold_4,7766560,7769858,Migut.D01338.1.v2.0
scaffold_4,7766590,7766799,Migut.D01339.1.v2.0
scaffold_4,7768478,7769409,Migut.D01340.1.v2.0
scaffold_4,7769581,7773353,Migut.D01341.1.v2.0
scaffold_4,7773121,7773830,Migut.D01342.1.v2.0
scaffold_4,7773456,7775592,Migut.D01343.1.v2.0
scaffold_4,7775635,7778793,Migut.D01344.1.v2.0
scaffold_4,7780889,7781966,Migut.D01345.1.v2.0
scaffold_4,7784541,7786987,Migut.D01346.1.v2.0
scaffold_4,7787594,7787822,Migut.D01347.1.v2.0
scaffold_4,7788357,7788876,Migut.D01348.1.v2.0
scaffold_4,7788999,7791192,Migut.D01349.1.v2.0
scaffold_4,7791218,7793575,Migut.D01350.1.v2.0
scaffold_4,7794249,7795366,Migut.D01351.1.v2.0
scaffold_4,7796050,7796184,Migut.D01352.1.v2.0
scaffold_4,7797306,7797776,Migut.D01353.1.v2.0
scaffold_4,7798515,7801193,Migut.D01354.1.v2.0
scaffold_4,7801597,7801858,Migut.D01355.1.v2.0
scaffold_4,7804060,7804857,Migut.D01356.1.v2.0
scaffold_4,7805083,7805410,Migut.D01357.1.v2.0
scaffold_4,7806861,7807356,Migut.D01358.1.v2.0
scaffold_4,7807612,7808219,Migut.D01359.1.v2.0
scaffold_4,7808920,7810362,Migut.D01360.1.v2.0
scaffold_4,7812732,7817153,Migut.D01361.1.v2.0
scaffold_4,7820921,7821366,Migut.D01362.1.v2.0
scaffold_4,7821529,7822277,Migut.D01363.1.v2.0
scaffold_4,7823475,7824902,Migut.D01364.1.v2.0
scaffold_4,7825472,7825696,Migut.D01365.1.v2.0
scaffold_4,7826616,7827503,Migut.D01366.1.v2.0
scaffold_4,7828141,7828554,Migut.D01367.1.v2.0
scaffold_4,7829774,7830188,Migut.D01368.1.v2.0
scaffold_4,7832564,7834452,Migut.D01369.1.v2.0
scaffold_4,7832849,7833690,Migut.D01370.1.v2.0
scaffold_4,7835893,7836840,Migut.D01371.1.v2.0
scaffold_4,7840119,7840417,Migut.D01372.1.v2.0
scaffold_4,7840540,7841238,Migut.D01373.1.v2.0
scaffold_4,7842104,7842624,Migut.D01374.1.v2.0
scaffold_4,7843029,7843628,Migut.D01375.1.v2.0
scaffold_4,7844928,7846609,Migut.D01376.1.v2.0
scaffold_4,7847397,7848582,Migut.D01377.1.v2.0
scaffold_4,7849838,7850157,Migut.D01378.1.v2.0
scaffold_4,7850518,7851566,Migut.D01379.1.v2.0
scaffold_4,7852910,7853334,Migut.D01380.1.v2.0
scaffold_4,7856036,7856729,Migut.D01381.1.v2.0
scaffold_4,7860117,7861951,Migut.D01382.1.v2.0
scaffold_4,7863075,7863182,Migut.D01383.1.v2.0
scaffold_4,7864523,7865761,Migut.D01384.1.v2.0
scaffold_4,7868010,7868487,Migut.D01385.1.v2.0
scaffold_4,7868947,7870752,Migut.D01386.1.v2.0
scaffold_4,7873902,7874390,Migut.D01387.1.v2.0
scaffold_4,7877409,7878155,Migut.D01388.1.v2.0
scaffold_4,7878361,7878587,Migut.D01389.1.v2.0
scaffold_4,7879077,7879573,Migut.D01390.1.v2.0
scaffold_4,7879665,7880526,Migut.D01391.1.v2.0
scaffold_4,7881298,7881566,Migut.D01392.1.v2.0
scaffold_4,7881955,7888786,Migut.D01393.1.v2.0
scaffold_4,7881976,7882171,Migut.D01394.1.v2.0
scaffold_4,7883630,7883841,Migut.D01395.1.v2.0
scaffold_4,7884425,7884994,Migut.D01396.1.v2.0
scaffold_4,7886074,7887350,Migut.D01397.1.v2.0
scaffold_4,7886629,7888786,Migut.D01398.1.v2.0
scaffold_4,7887459,7891262,Migut.D01399.1.v2.0
scaffold_4,7889176,7890180,Migut.D01400.1.v2.0
scaffold_4,7891761,7892198,Migut.D01401.1.v2.0
scaffold_4,7894138,7894347,Migut.D01402.1.v2.0
scaffold_4,7894394,7894603,Migut.D01403.1.v2.0
scaffold_4,7895071,7896948,Migut.D01404.1.v2.0
scaffold_4,7898351,7904953,Migut.D01405.1.v2.0
scaffold_4,7905363,7907141,Migut.D01406.1.v2.0
scaffold_4,7907725,7908756,Migut.D01407.1.v2.0
scaffold_4,7909335,7910856,Migut.D01408.1.v2.0
